ids,prob_de_default
5e32067b-d9f9-2384-36f1-0fb678511168,0.7191021992375325
739eec7d-ae35-dcd2-7dc4-973f52ba3495,0.6885646346186275
392394d9-453e-d0ab-35ed-a76fd43b759b,0.5651743463005476
2987bcec-116f-d38e-5099-42c20f1bed7a,0.7643389465613187
f97107de-790d-96e9-8f6c-84bf4c3b54cc,0.5428746212066052
5ad268eb-2282-664c-6d8f-8dbcc7828d03,0.5823557907322493
6f6253d7-55dd-bec4-e694-a6f7f64d45e9,0.7796322150353191
c3565f1d-1bda-2d13-2fc1-3e734ce48c7d,0.6748617756863031
38a70f5d-20a3-202a-fad0-2579566f3354,0.8072165296738547
85c267f7-7aca-4cb6-8ecd-6af8200c750f,0.7773377795995827
e34af295-f1f9-7e88-d05b-378f49c2190a,0.5615415329602702
2960de74-6f72-516b-61f4-4e4e6b5c3d9d,0.49292885141256715
c2846776-8439-423d-6714-2fa22c348f91,0.5192425317076199
2e67504e-f147-9b7f-4994-e4b5276b0357,0.5251847534430143
c5c721f1-9193-77d8-7038-0c8aed846910,0.613247006448501
93ff6b16-24df-bc9a-7239-2adff243cd71,0.43443268318610573
05e0123e-701f-d407-b92f-9734e0cdc50b,0.42571032922109325
7a673639-e4b6-fae6-5ac4-871b6a873618,0.593749921945199
3072d8f2-1070-a375-fd66-6ab05695bb69,0.6941099297160058
b6bd6192-dccd-fa37-94f6-a4f56141c921,0.42556667863533665
b3c6fad3-95a8-12af-198e-978838b19b9b,0.8248243682199671
a64bd8a3-071a-c6b0-4877-39638daa6478,0.6503205218293413
fe64e17b-dc58-e697-f10d-6cd68b2a67c0,0.5424510820473668
5d5580b3-8648-9140-ddb2-2863510750c5,0.5720325681126964
63afc3a4-ad2b-de9c-f8e0-f137bea977b6,0.667521253054404
ce73d909-1955-1dc1-8d2e-9c0e588adfa1,0.6503518469011916
d9f89943-4ac6-462a-5f86-2f3e087b72c4,0.7351791786033022
f74ba9df-9ed1-32d4-a730-0163681e2eba,0.3787445879499576
016eb547-2174-7224-c7b7-4178a7812ebf,0.5646769391207466
f518e331-25ec-ac1d-6a31-da450df64831,0.76853713247309
38502308-c7d7-1e18-e19b-cd780522736d,0.671585906619321
e938221c-e8d6-b8d1-b602-a57bfea7e980,0.6708011122688649
a7260152-b2a2-6d34-566f-80246f74350e,0.6480938456953859
001cc3fc-9cf9-b2db-bf8e-2727650dca1f,0.736628722789919
5ec6986b-d31a-f78d-4cbd-d38f9dcf0e75,0.5790873245110264
62525f93-46a3-4d91-9c90-4bf998baef69,0.4095095843129665
8d44a3ba-9730-0caa-e348-e886598b7b12,0.6753515938327791
c0753d5f-20c4-6a0a-bc6e-8b64008323a9,0.7674678363110208
bc1299d8-426c-7939-cbe9-a8143dcab2e3,0.7712663155205365
0615706d-0a4c-db72-fba3-6bfdd0f74fd6,0.6839516022553965
8ab755b7-dbe9-fdd7-112d-92d5720e4b9d,0.5542637432023327
a7b208fe-28c7-5456-1e1d-e6b9d0fca3a2,0.7744345886496838
e15cd054-4dfa-ff0b-5386-2586fb60f1b4,0.6203663897662032
3ae138fe-ba06-76d8-c843-221701253185,0.7310828560553116
dcd618db-7455-17eb-c69f-420393dede2e,0.6323394954881848
d5fbecea-6725-3b64-ce6e-8f14b9a13b6b,0.46355006754468653
1dcd8b0c-a900-b654-7136-28fdf03dd35b,0.8065866188815467
2174b758-cda3-7531-bfda-c0537842900b,0.5802456130787478
b217a204-aac8-87e6-439b-e7d1f1a4fe91,0.7705975555295754
fddb7a28-54e6-e377-75b8-99672ecf262b,0.5071913845545247
8486cef8-6c2a-b3ca-1d4e-e935530ad732,0.4532256480359696
e7eff613-0b8a-294f-028b-d89d5934c3ab,0.642659987720793
919d313c-0b2b-ad60-fe42-9d435995006b,0.5572564283881527
06f4a364-23d5-d84c-f523-11fb0c1e5e17,0.7767616384629734
dd854c79-5bd8-1fda-71ff-38cd9b0563ee,0.4644040674245032
d1925774-1716-d64d-4623-5fd719a2bc98,0.5918816538604739
02d078a6-5f40-643c-6011-9fa8926feb66,0.786286103877014
7489eb6e-3bfa-987c-e953-76921d3a6bc6,0.4852673197606631
da546bca-d47d-05f5-f99d-f3205d4a4ba9,0.7683350164615881
d80d036b-be7d-d8a7-69d8-7ab96d404e2a,0.6114625777184576
a17367c9-3a30-cdc5-fa5e-57e7c13082fb,0.663745920375822
9deaea91-e0f3-625b-0697-823e815fc3c5,0.7716492138175636
88c723ff-baaf-c4e7-4dba-6055285e0212,0.4571461359726671
f4f2f909-dbf7-bf55-2ff2-367e9946b049,0.48808766994852
32a4a07c-c17e-0f49-d70b-2c10f7edac7b,0.5341877662259195
f1bf9b39-539a-daa6-2de5-59bb769353fe,0.6036906021255758
4c5772c2-ddc0-cc31-3b3d-d4f01e3b27bf,0.5270466378939085
bb299606-c27d-a773-1c7b-da3dbf4c867a,0.619288630634045
e674011e-9fcb-0c07-a107-391243867e06,0.778874092358201
7903e93e-aa25-e8b7-cac5-81dd771bb8fa,0.7844995364326509
89163541-6aa0-275d-7198-bff246b994c8,0.7761127372817993
1624ba84-a861-499b-65ae-87da01130aae,0.4278464025842182
8aa33c6a-7da9-c4a4-d955-0851ea2ba525,0.7779931255383304
4bf4d4b4-d7e4-6194-4852-d955496c554b,0.4351707284958013
8c247740-5279-f09d-bed2-6445b9107493,0.775072455918962
cb10d24a-e7c8-dfbf-8401-0180f08eea05,0.7119052510142311
2e5e9379-5831-5ccc-13da-4ccc6525e301,0.6299064237653069
84896c95-24a5-5f2f-e4dd-0fe39cb70183,0.6519128469287923
58b5bd47-c8b7-7845-62a4-68d577aff6b1,0.6035901668048059
3d3dfacb-46dc-6dbd-dcd2-482d73b7344f,0.6729000970491595
69c5f02f-360d-dbc5-8677-3b52430156fa,0.7730640041753161
3eaa45f4-ca3a-c2c2-ca45-92d0f1948115,0.4802579413351555
10c9dba9-2643-fb0d-0cf5-3b493a6aa865,0.6465904334947352
9b733957-62be-10f6-911d-60b7672c239d,0.6261903576995359
66faf8de-d56e-581c-5996-83a0d2afa409,0.7223919407626046
995b68b0-d60f-a1dc-e91f-60761480c4c9,0.5226061639400191
6a1ebd4f-ab15-c03f-d6d4-eeb348f1f171,0.7327120075042415
77dfb867-bae5-9ca5-e002-6c6cfa130e00,0.7420328964029672
0d28df00-51d8-72a7-c3bd-fcf4f71cf467,0.7746443568965098
dc320037-018e-1a1c-b747-a82cb4184c71,0.7262443568735996
e3991bd6-7762-3056-8d1d-08ac023f694b,0.5236688435014232
531c721d-46b4-7c4b-f736-0476acffa40c,0.6007660517020338
77f35819-e79e-9cff-2b83-fd9a1929a9b3,0.7687344066343845
681903fd-087d-38be-cdcd-7c3d36f7b1c1,0.7702245469458378
f1b664d7-e9f6-6092-efd4-d4a24391ec35,0.6511946276949556
d576803d-5cad-60f3-a9d0-6d7d59385512,0.48058948871900325
01585bcd-837f-e39e-2f75-9b41d392b812,0.5474952591412539
e6f09ca3-0f3c-d1c6-d311-28c8e6961a1b,0.6819290686009334
78c77537-3c5c-58e0-faf3-c42f1ee899ae,0.5930296986695529
807ade22-34d1-4835-0fcb-ec9f5c10dc24,0.5323999825292858
f6cbda60-36ba-a2c4-20d0-4592e349724a,0.5478635040077644
77c62ebd-d64b-d731-59ad-30c0edaf5891,0.6419679927614158
2d3c9658-5cf4-31ae-0342-03bbad413aa4,0.723267913752833
d7ad6d19-00df-c4ef-49c3-9e123bbe99d3,0.4042635525623045
5589a888-c018-0172-ea64-eb0b53eb4eec,0.7666099114911932
24e95040-6035-254f-56ac-2358df06cf2e,0.68580090615777
a2815fc6-3203-f82a-aa9d-950ce5c30ce9,0.6149561071986046
0c89f6af-06a3-726e-7245-ac98da29c2cf,0.7666383750839619
bf5df711-9d1e-517e-0603-80b0c25baf54,0.5691235972789197
912aac69-1c1e-2795-7194-315c6f82b3aa,0.6230220087438252
c5d13989-587b-ada1-6de2-8a8b98a3f1fa,0.6216599299423433
742c3ac4-14a4-c0a0-948e-6c4ac3626d3c,0.7698201041836251
705e3831-2331-c265-fabf-7430e9e4817a,0.6805258748574559
7e98b1b8-b9dd-6d3b-7500-70c58445f413,0.3896239240661986
9bcfab3b-689a-82ee-5b69-76ae818c2b6e,0.48379573911177365
759d0263-f129-d55a-2af4-af23ecd558fb,0.39404294417899266
c74cbe24-0749-947f-baa4-bd6492674b89,0.5851573160389538
e64d75e3-b480-c5a7-553a-7a7a14419582,0.6815412895281486
b59f981e-3f39-e51a-f026-66efc6532670,0.7697136268447206
4873c298-3706-bfd2-a8ba-b9cd22664534,0.5624796615272579
f85c936b-6281-53a7-5f8f-966b39058421,0.5683783133239797
22fd3c38-c04e-0d68-72ef-289f91fd6498,0.3471323360810311
1ceeb3b4-5917-5582-b545-d35f1f8b5d3f,0.769337692934149
0dd08e7d-9f1f-17a1-1eac-d28d50565b5f,0.7563899366289691
af98eb1c-6813-9ecf-a293-7d71dcbc42c6,0.7691074516836064
4508ec29-7b38-1ce5-d7f6-d90eb76da7c3,0.7198171982928837
6fe6048c-d1c5-6cf0-eaf1-db30fa26b527,0.7421302920089102
0fa5d638-b6b4-0c85-c42b-52ba9682ed63,0.5297000947918097
20836f16-5dea-08f0-21cf-e385299a3f63,0.48929033411715545
1bc23c75-27e3-1791-3794-368e20ee1b65,0.688449700784123
f3e9dce5-14d6-0305-90d6-7671d46ecb3c,0.5458743583721978
1f6d26b3-6442-10d1-0ab3-cfbb52fba9b8,0.44268084551692494
68398d92-85ed-3e63-36b1-e8a45ef0f671,0.6090253417790954
e539a78b-c8ef-f346-0b12-ae6ead581e57,0.5779067625820682
e4322902-9f53-9518-8b65-b2bacdf39379,0.6408543983456433
61f08789-c168-8603-3bbe-039ecc2c0ef3,0.8216905907585424
a6b4420c-c718-18d0-e3d1-4f97faaa9c0a,0.4704142686141739
942d3727-3443-99e3-878c-d94349f3d90a,0.6098644681684257
f6bdac0e-b60e-6383-f30a-b82227d93ed9,0.7774293246310163
fe387e26-3c52-30fe-8c32-65b9f5183388,0.47984082800210404
7c9513e9-d529-ea7d-4afc-3b63ed508da8,0.5961032451757518
bcfcff0e-088b-2e9b-ecf4-3a02d5a37c1a,0.6112634459179394
25daff8b-c449-83ee-f8ac-04dfe763e53c,0.5797724712098455
4e5dd77c-5469-0f68-a5a0-d2ea79070a26,0.7739205981678556
dd18e799-4262-2ad2-74be-7633ad61cc5c,0.3675178491227513
971a6a74-d7fe-b46a-a06a-159e548bbe5d,0.6642099514886521
f3dd68b4-fe15-3866-2c7f-46043aa23933,0.7716183655129666
2ee1528b-5706-8d2d-0b79-f3e4361e9630,0.729712573104811
67338b1c-cfaa-7de1-de45-25d65c0bfeae,0.5789153320586655
774314ce-1b1d-46f5-5122-647ddb3933b2,0.697884816883273
08f99397-f667-1da2-46e2-6b0f5c79c555,0.4975922147940728
66c3e22b-cdb1-4cd8-ebb3-ba162d82f9b6,0.7312271140048444
af877399-19a7-9b55-e29b-e47da263e340,0.36727038007591123
866a9bbf-e5e5-ab0e-beef-5a0477094ef3,0.6257355124442977
8d0d2bc0-e3e8-c006-13aa-949d9bbabd75,0.5756956746455324
5cf9237b-b05d-baf3-b331-9d8279fefe66,0.775853336672269
d1b1f1c6-c758-c896-9fd9-d1a9b75c37d4,0.5172592285976368
1eb054bc-0d8c-8320-4d9d-62a1876e9183,0.7401230566660821
6a158927-7f9a-a1a0-627d-e10e9b3ade0b,0.7178813202067106
6c9f9372-22d2-6f7b-d368-3866565134c0,0.521891701212929
9c3bb49b-3f4c-bf0c-ccf7-48bb4417035e,0.7760216282818727
9cf1b12e-1e7b-ac3e-3129-e20cdd972e2c,0.6622580624663351
59188318-c8e0-f244-5ddf-57178e5449e6,0.5963539736399813
b5a35cdf-42a4-1408-cbe8-3d80b32b05dd,0.7006795921867126
79e8f4d4-a2b7-face-f8a9-cbc19014e689,0.7682586607395221
78e0485f-c9f6-b725-0072-51b184f99008,0.8233725996576532
6c70088c-2663-e08a-6472-5944aeed9393,0.8237874940091957
ae4bfd88-4c21-5a2f-1ba2-848b91613ff9,0.6365422202927807
f075cafb-3a8b-1ed5-f5a8-631a613ebd05,0.5575834769939303
74bdd570-3d55-2d26-832e-caf6e759c59a,0.48421029917275815
7de6f9e8-b720-6b3c-7e15-cfb4177db3e2,0.5470958976042234
82529f86-9690-03a5-886c-3cf6d2e439b7,0.7276951091965006
b7b5886a-d427-5422-b868-99f0edf3aa1a,0.5338820136805208
9c97d6ec-1a91-c3bc-7f40-f48904d0d435,0.5191606052248242
46107b6f-f30f-175d-b643-ff92fd2d8f00,0.7704638767251342
3ce01fd7-8f60-0433-9c88-b37925370ff5,0.609790385175872
632554bd-07c2-bc57-d680-8ab8a59f047a,0.6227641133298265
ff7870f6-5448-31c7-4da0-e5e16ff415d2,0.5936919209636822
4cfa0d97-6988-5216-6c65-d3ed19ee4f2f,0.39290604734530393
df58e431-85da-6f8e-b714-463998cd261b,0.7702689730721664
905f1368-2804-46cc-6862-5c43bba675c3,0.5796580958617215
2dd68c61-2f38-403a-b909-ed7310ce4ef4,0.5289512140065373
bb50f1f5-e526-8756-2c65-d96664ae3401,0.5564495895281137
dd344168-5679-b034-06f5-e9986c6be76a,0.767951889630209
94830745-83eb-5de3-3cd1-c81ea50a7894,0.6706500979832126
de3f690f-13f1-0147-99de-1c4d02fc8b5f,0.7523301033872568
91b6db0e-fb90-ba86-0128-0b4dcc45be29,0.7692543927617547
4c35f582-722f-c420-cab5-4c81be1a1503,0.3733372602030642
2b364365-5190-7035-d9f2-375f5a98ecc0,0.8103380106285613
89576413-4934-503b-578b-7d230256960e,0.6134273413136214
380b9aa2-1914-b4b3-f0b1-6908bb5d9f88,0.8304628688562921
adf21a25-0b55-212e-c237-cb61d82d2110,0.6038329109916829
288f576b-b655-b3cd-88f7-d95a1a157563,0.40329219876555006
4ac998d3-b29f-13db-a385-5009dd4d00c4,0.5785339748796763
951f1a42-aee5-7c49-cb46-2567b357166e,0.5135872429461263
c44eafe0-e311-168e-83f1-e94fd7578c22,0.7228842055970938
16394cea-41e1-98c3-7550-f34de1086557,0.7669714132517084
87d5d3bf-d42d-c5fd-4cc7-8435996c32b2,0.6313795833529944
73a0a5e0-f7d7-a234-a57f-76d900b49ada,0.46132214625955265
800cd51b-1c1f-64a4-243e-821a8b0172a6,0.6040195337170357
9e1afdb6-1d86-d394-56ef-ea8478b91488,0.5575960162135645
a9a86856-e2b5-8c75-a46d-dd54fc7a3d08,0.6462686921803413
3f2eb269-7686-27fb-1bd4-aeeff2cece53,0.613337800380841
27dbc141-0274-38f4-a8fb-5749a6680e4b,0.7755886198542461
49bf4f05-53d7-8206-032a-1b407b7d475a,0.6874092893466348
db18f687-2bb2-9d69-53aa-19f1069de1d3,0.4237760984703266
69d62675-5d2f-3252-82c7-5bf80f0c85bb,0.5939468472811752
f7c23400-4b15-7de6-76cc-31281159ffda,0.7261890560737781
b2dd79aa-7e4f-964a-b468-aafb0f6d0877,0.7734276077296323
ead38424-8dc3-3ca6-3e55-0798f0b8e2a0,0.5050496569652568
b9c84cf2-3ae1-6913-57ed-d677d4d7848f,0.4955790654558221
5fe91c39-5b6f-17ac-698a-27e4f9cf8c2a,0.7314934420152568
166e216a-e3ef-cc78-8e21-c72e795c0bd9,0.5939459572885333
5e48a155-87d5-6fde-9338-ef1a5a229a6c,0.6393807211630032
